price,year,odometer,manufacturer,condition,cylinders,fuel,title_status,transmission,drive,type,paint_color
600,2006.0,165000.0,nissan,salvage,4 cylinders,gas,clean,automatic,fwd,sedan,silver
24900,2013.0,147000.0,chevrolet,excellent,8 cylinders,diesel,clean,automatic,4wd,truck,white
21950,1998.0,112451.0,ram,excellent,8 cylinders,gas,clean,manual,4wd,pickup,silver
2000,2003.0,170000.0,mercedes-benz,good,6 cylinders,gas,clean,automatic,fwd,SUV,blue
4995,2009.0,121251.0,nissan,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
16995,2014.0,57729.0,mercedes-benz,good,6 cylinders,gas,clean,automatic,rwd,coupe,white
1,2014.0,25000.0,gmc,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
24590,2018.0,20957.0,outro,good,4 cylinders,hybrid,clean,other,4wd,other,red
27590,2018.0,41119.0,infiniti,good,6 cylinders,gas,clean,automatic,rwd,SUV,blue
99,2017.0,42130.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,custom
2200,2006.0,1.0,jeep,good,6 cylinders,gas,clean,automatic,fwd,SUV,unknown
1000,2008.0,129000.0,lexus,good,6 cylinders,gas,clean,automatic,fwd,sedan,unknown
49990,2013.0,98689.0,ford,good,8 cylinders,diesel,clean,automatic,4wd,truck,white
7788,2011.0,127850.0,mazda,good,4 cylinders,gas,clean,automatic,fwd,sedan,red
52500,2020.0,12916.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,truck,black
36294,2020.0,41305.0,kia,excellent,6 cylinders,gas,clean,automatic,4wd,SUV,grey
8250,2009.0,84026.0,outro,excellent,8 cylinders,gas,clean,automatic,rwd,sedan,silver
20590,2013.0,77087.0,acura,good,6 cylinders,gas,clean,other,fwd,other,silver
26990,2017.0,54407.0,infiniti,good,6 cylinders,gas,clean,other,rwd,other,black
18000,2009.0,125000.0,ram,good,8 cylinders,gas,clean,automatic,4wd,truck,white
24990,2017.0,46871.0,bmw,good,6 cylinders,gas,clean,automatic,rwd,coupe,black
7000,2000.0,250000.0,outro,good,6 cylinders,diesel,clean,automatic,4wd,SUV,unknown
7500,2006.0,225000.0,nissan,good,6 cylinders,gas,clean,automatic,4wd,sedan,brown
25995,2019.0,35619.0,chevrolet,excellent,4 cylinders,gas,clean,automatic,rwd,convertible,black
11999,2012.0,95402.0,bmw,good,6 cylinders,gas,clean,automatic,4wd,SUV,black
35990,2018.0,40831.0,honda,good,4 cylinders,other,clean,other,fwd,sedan,black
7998,2009.0,166922.0,acura,good,6 cylinders,gas,clean,automatic,fwd,sedan,white
15590,2016.0,53066.0,kia,good,4 cylinders,gas,clean,other,fwd,coupe,red
27900,2014.0,132902.0,ford,excellent,6 cylinders,gas,clean,automatic,4wd,pickup,black
2000,2002.0,160998.0,jeep,fair,6 cylinders,gas,clean,automatic,4wd,SUV,grey
31990,2018.0,19179.0,audi,good,6 cylinders,gas,clean,other,4wd,other,unknown
9500,2004.0,106340.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,SUV,red
12994,2006.0,242000.0,chevrolet,excellent,8 cylinders,diesel,clean,automatic,4wd,pickup,blue
6000,2006.0,115000.0,chrysler,excellent,6 cylinders,gas,clean,automatic,fwd,sedan,blue
3450,2009.0,190000.0,hyundai,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,blue
15945,2017.0,90840.0,nissan,good,4 cylinders,gas,clean,automatic,4wd,wagon,unknown
35995,2016.0,83941.0,ford,good,8 cylinders,gas,clean,automatic,4wd,truck,white
9990,2007.0,151451.0,jeep,good,6 cylinders,other,clean,automatic,4wd,SUV,silver
18995,2016.0,72113.0,mercedes-benz,good,4 cylinders,gas,clean,automatic,rwd,truck,blue
12873,2014.0,53548.0,chevrolet,like new,4 cylinders,gas,clean,automatic,4wd,sedan,silver
4999,2013.0,186000.0,dodge,excellent,6 cylinders,gas,clean,automatic,fwd,sedan,red
13999,2012.0,95768.0,cadillac,excellent,6 cylinders,gas,clean,automatic,fwd,SUV,white
64590,2019.0,10291.0,audi,good,6 cylinders,hybrid,clean,other,4wd,other,blue
11988,2013.0,92952.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
24499,2018.0,34320.0,volkswagen,excellent,4 cylinders,gas,clean,automatic,4wd,SUV,orange
39990,2020.0,17649.0,cadillac,good,6 cylinders,gas,clean,other,fwd,SUV,white
38990,2018.0,33978.0,outro,good,5 cylinders,gas,clean,other,fwd,SUV,white
309,2018.0,28922.0,toyota,good,4 cylinders,gas,clean,automatic,4wd,SUV,unknown
11995,2009.0,136989.0,mercedes-benz,like new,8 cylinders,gas,clean,automatic,4wd,sedan,white
9950,2013.0,95000.0,ford,like new,4 cylinders,gas,clean,automatic,fwd,hatchback,white
9950,2013.0,107516.0,dodge,good,6 cylinders,gas,clean,automatic,fwd,sedan,white
27590,2019.0,7999.0,volkswagen,good,4 cylinders,gas,clean,other,fwd,sedan,unknown
14800,1969.0,22700.0,ford,excellent,8 cylinders,gas,clean,automatic,rwd,truck,blue
31990,2019.0,56909.0,honda,good,4 cylinders,other,clean,other,fwd,pickup,white
20990,2018.0,18972.0,acura,good,6 cylinders,other,clean,other,fwd,sedan,silver
11995,2008.0,211992.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
12900,2011.0,52000.0,buick,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,white
28950,2017.0,111142.0,ford,good,8 cylinders,gas,clean,automatic,4wd,truck,white
5995,2008.0,11400.0,chevrolet,good,6 cylinders,gas,clean,automatic,fwd,pickup,white
4500,1999.0,171000.0,gmc,excellent,8 cylinders,gas,clean,automatic,4wd,SUV,grey
34990,2016.0,34425.0,gmc,good,6 cylinders,gas,clean,other,4wd,pickup,red
25000,2013.0,77000.0,bmw,excellent,6 cylinders,gas,clean,automatic,rwd,sedan,unknown
17998,2012.0,62665.0,bmw,good,6 cylinders,gas,clean,automatic,rwd,sedan,grey
888,2016.0,100000.0,chevrolet,good,8 cylinders,gas,clean,manual,4wd,pickup,unknown
19495,2020.0,6262.0,honda,good,4 cylinders,gas,clean,automatic,fwd,hatchback,white
6495,2008.0,63924.0,hyundai,like new,4 cylinders,gas,clean,automatic,fwd,sedan,silver
23995,2011.0,87468.0,bmw,excellent,6 cylinders,gas,clean,automatic,rwd,coupe,unknown
14990,2016.0,3712.0,ford,good,8 cylinders,electric,clean,other,fwd,hatchback,white
6997,2007.0,70840.0,ford,good,6 cylinders,gas,clean,automatic,fwd,sedan,silver
5995,2008.0,150550.0,chevrolet,good,6 cylinders,gas,clean,automatic,fwd,sedan,brown
24990,2020.0,3269.0,nissan,good,4 cylinders,other,clean,other,fwd,hatchback,black
7500,2005.0,91900.0,outro,good,5 cylinders,gas,clean,automatic,fwd,sedan,unknown
13495,2015.0,95177.0,chevrolet,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,silver
1,2015.0,48000.0,subaru,good,4 cylinders,gas,salvage,manual,4wd,sedan,unknown
36995,2018.0,54245.0,honda,good,4 cylinders,gas,clean,automatic,fwd,SUV,silver
19990,2013.0,24294.0,volkswagen,good,4 cylinders,gas,clean,automatic,fwd,convertible,blue
40300,2018.0,43628.0,gmc,good,8 cylinders,gas,clean,other,4wd,pickup,white
34995,2015.0,83083.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
8900,2014.0,77765.0,dodge,good,6 cylinders,gas,clean,automatic,rwd,sedan,unknown
7988,2002.0,112743.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,SUV,unknown
24995,2011.0,112314.0,ram,good,8 cylinders,gas,clean,automatic,4wd,truck,silver
26990,2012.0,92795.0,ram,good,8 cylinders,gas,clean,other,4wd,pickup,red
27590,2018.0,33876.0,gmc,good,6 cylinders,gas,clean,automatic,fwd,SUV,unknown
8000,2005.0,125000.0,ford,excellent,6 cylinders,gas,clean,manual,rwd,coupe,black
25995,2015.0,106085.0,ram,like new,8 cylinders,gas,clean,automatic,4wd,truck,grey
2200,2005.0,240000.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
39990,2020.0,6500.0,infiniti,good,6 cylinders,gas,clean,automatic,rwd,other,blue
6000,2006.0,230000.0,nissan,good,8 cylinders,gas,clean,automatic,4wd,truck,red
8500,2011.0,67630.0,subaru,excellent,4 cylinders,gas,clean,automatic,4wd,wagon,silver
25990,2015.0,107490.0,ram,good,8 cylinders,gas,clean,automatic,fwd,van,white
12974,2016.0,83797.0,ford,good,4 cylinders,gas,clean,automatic,fwd,sedan,custom
38998,2017.0,37368.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,silver
15590,2014.0,76880.0,mazda,good,4 cylinders,gas,clean,manual,fwd,hatchback,unknown
8995,2013.0,149965.0,gmc,good,4 cylinders,gas,clean,automatic,4wd,SUV,green
16353,2019.0,12427.0,ford,excellent,8 cylinders,gas,clean,automatic,fwd,SUV,blue
22990,2014.0,53050.0,lexus,good,6 cylinders,gas,clean,automatic,rwd,sedan,white
25000,2020.0,23000.0,toyota,excellent,4 cylinders,other,clean,manual,rwd,coupe,green
6950,2011.0,127600.0,outro,excellent,4 cylinders,gas,clean,manual,fwd,convertible,blue
25987,2015.0,158855.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,truck,orange
24990,2018.0,26316.0,hyundai,good,6 cylinders,gas,clean,other,fwd,SUV,white
10998,2017.0,72602.0,ford,good,8 cylinders,gas,clean,automatic,4wd,sedan,white
6995,1998.0,135047.0,toyota,good,4 cylinders,other,clean,automatic,4wd,hatchback,silver
23800,2018.0,16266.0,outro,good,4 cylinders,gas,clean,automatic,4wd,SUV,unknown
22179,2018.0,66188.0,honda,excellent,4 cylinders,gas,clean,automatic,4wd,SUV,black
3500,2010.0,250671.0,toyota,excellent,8 cylinders,gas,clean,automatic,4wd,SUV,white
4495,2006.0,142177.0,nissan,good,4 cylinders,gas,clean,automatic,fwd,sedan,white
21900,2016.0,66702.0,dodge,good,6 cylinders,gas,clean,automatic,fwd,van,unknown
9000,2008.0,77000.0,ford,good,8 cylinders,gas,salvage,automatic,4wd,pickup,unknown
6999,2009.0,139000.0,honda,good,6 cylinders,gas,clean,automatic,fwd,sedan,black
10000,2015.0,50000.0,dodge,good,6 cylinders,gas,clean,automatic,rwd,sedan,unknown
34590,2020.0,3542.0,infiniti,good,6 cylinders,other,clean,other,fwd,hatchback,brown
23590,2012.0,53752.0,ford,good,8 cylinders,gas,clean,other,4wd,pickup,white
43990,2020.0,8157.0,outro,good,6 cylinders,gas,clean,other,rwd,other,unknown
17500,2014.0,118123.0,ford,like new,8 cylinders,gas,clean,automatic,rwd,SUV,red
24995,2016.0,150000.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
51990,2020.0,9534.0,outro,good,8 cylinders,gas,clean,other,4wd,other,black
59999,2020.0,8899.0,nissan,good,4 cylinders,gas,clean,automatic,4wd,SUV,white
6998,2007.0,137723.0,subaru,good,4 cylinders,gas,clean,automatic,4wd,SUV,unknown
14901,2010.0,158723.0,gmc,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
23995,2014.0,97455.0,mercedes-benz,excellent,8 cylinders,gas,clean,automatic,rwd,sedan,white
12500,2007.0,140000.0,chrysler,excellent,8 cylinders,gas,clean,automatic,rwd,sedan,black
4700,2002.0,176748.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
24950,2014.0,108684.0,toyota,good,6 cylinders,gas,rebuilt,automatic,4wd,truck,black
24990,2015.0,61261.0,acura,good,6 cylinders,other,clean,other,fwd,SUV,unknown
43990,2020.0,5217.0,buick,good,6 cylinders,gas,clean,other,fwd,SUV,unknown
8995,2009.0,87703.0,cadillac,excellent,6 cylinders,gas,clean,automatic,fwd,sedan,grey
5995,2008.0,160852.0,mazda,good,4 cylinders,gas,clean,automatic,fwd,sedan,black
37999,2017.0,53750.0,ford,good,8 cylinders,gas,clean,automatic,4wd,truck,silver
6995,2014.0,186000.0,dodge,good,4 cylinders,gas,clean,automatic,fwd,mini-van,silver
3700,1999.0,172000.0,chevrolet,excellent,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
8899,2015.0,90000.0,kia,excellent,4 cylinders,gas,clean,automatic,fwd,SUV,black
13995,2012.0,92254.0,bmw,good,6 cylinders,gas,clean,automatic,rwd,sedan,black
28500,1937.0,88000.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
5495,2011.0,88000.0,chevrolet,excellent,4 cylinders,gas,clean,automatic,fwd,pickup,unknown
1200,2008.0,198000.0,volkswagen,fair,5 cylinders,gas,clean,automatic,fwd,sedan,white
4450,2007.0,117963.0,kia,good,4 cylinders,gas,clean,automatic,fwd,hatchback,blue
3600,2004.0,169329.0,chevrolet,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,white
5200,2013.0,140907.0,mazda,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,grey
18900,2016.0,34570.0,mazda,good,4 cylinders,gas,clean,manual,fwd,sedan,unknown
57990,2020.0,20605.0,bmw,good,6 cylinders,gas,clean,other,rwd,sedan,silver
27590,2013.0,43937.0,toyota,good,4 cylinders,other,clean,other,4wd,pickup,white
26995,2019.0,8299.0,mercedes-benz,good,6 cylinders,gas,clean,automatic,rwd,sedan,unknown
37981,2017.0,71944.0,ram,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
24990,2014.0,34369.0,mercedes-benz,good,6 cylinders,gas,clean,other,rwd,sedan,white
44990,2015.0,55523.0,gmc,good,8 cylinders,gas,clean,automatic,4wd,pickup,white
13829,2015.0,74226.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
11000,2014.0,117472.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
2500,2006.0,170000.0,outro,good,5 cylinders,gas,clean,automatic,fwd,sedan,unknown
23990,2016.0,48409.0,cadillac,good,6 cylinders,other,clean,other,fwd,sedan,black
2750,1997.0,140500.0,chevrolet,fair,8 cylinders,gas,clean,automatic,4wd,pickup,silver
18500,2014.0,80300.0,dodge,excellent,6 cylinders,gas,clean,automatic,4wd,SUV,silver
19999,2010.0,99219.0,chevrolet,excellent,8 cylinders,gas,clean,automatic,4wd,truck,white
5900,2006.0,135160.0,honda,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,brown
28990,2018.0,21943.0,outro,good,4 cylinders,other,clean,other,rwd,hatchback,black
6998,2002.0,127608.0,chevrolet,excellent,6 cylinders,gas,clean,automatic,rwd,SUV,red
12990,2008.0,169596.0,chevrolet,good,8 cylinders,other,clean,automatic,4wd,pickup,white
18990,2018.0,25741.0,nissan,good,4 cylinders,gas,clean,other,fwd,hatchback,blue
32995,2018.0,101000.0,ram,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
24995,2011.0,105430.0,ford,excellent,8 cylinders,gas,clean,automatic,4wd,pickup,white
15995,2017.0,155806.0,ford,good,6 cylinders,gas,clean,automatic,4wd,pickup,white
43995,2015.0,78651.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
9980,2011.0,91924.0,hyundai,excellent,6 cylinders,gas,clean,automatic,4wd,SUV,silver
1990,1997.0,149300.0,dodge,good,6 cylinders,gas,clean,automatic,rwd,sedan,unknown
14590,2013.0,86144.0,outro,good,5 cylinders,other,clean,other,fwd,sedan,black
5000,2005.0,245000.0,subaru,good,4 cylinders,gas,clean,manual,4wd,wagon,red
17900,2014.0,43000.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
34590,2019.0,26439.0,gmc,good,8 cylinders,gas,clean,other,4wd,pickup,black
1900,2006.0,1.0,outro,good,6 cylinders,gas,clean,automatic,fwd,sedan,blue
14500,2016.0,53725.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,sedan,white
9995,2008.0,203924.0,cadillac,good,6 cylinders,gas,clean,automatic,fwd,sedan,unknown
7590,2002.0,93565.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,sedan,silver
14998,2015.0,26803.0,mercedes-benz,good,6 cylinders,electric,clean,automatic,fwd,SUV,blue
3995,2007.0,179000.0,kia,good,4 cylinders,gas,clean,automatic,fwd,mini-van,red
4999,2008.0,139400.0,volkswagen,good,5 cylinders,gas,clean,other,fwd,sedan,unknown
13000,2011.0,132000.0,cadillac,good,6 cylinders,hybrid,clean,automatic,4wd,SUV,black
40590,2019.0,9313.0,ford,good,8 cylinders,other,clean,other,4wd,pickup,white
53950,2016.0,84939.0,ford,good,8 cylinders,diesel,clean,automatic,4wd,pickup,white
14988,2013.0,93420.0,toyota,good,4 cylinders,other,clean,other,fwd,sedan,unknown
32950,1998.0,83708.0,ram,excellent,8 cylinders,diesel,clean,automatic,4wd,pickup,red
6500,2011.0,128000.0,chevrolet,good,4 cylinders,gas,clean,automatic,4wd,SUV,blue
24990,2017.0,18669.0,honda,good,4 cylinders,gas,clean,other,fwd,other,unknown
23500,2014.0,128000.0,chevrolet,excellent,8 cylinders,gas,lien,automatic,4wd,truck,red
36988,2014.0,187494.0,ram,excellent,6 cylinders,diesel,clean,automatic,rwd,truck,white
4250,2003.0,144000.0,lincoln,good,6 cylinders,gas,clean,automatic,fwd,sedan,unknown
12900,2017.0,72000.0,nissan,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,red
6000,2012.0,164000.0,chrysler,good,6 cylinders,gas,clean,automatic,fwd,mini-van,grey
30877,2019.0,5272.0,ram,excellent,6 cylinders,gas,clean,automatic,fwd,van,white
17995,2008.0,133457.0,toyota,good,4 cylinders,gas,clean,automatic,4wd,pickup,white
57808,2020.0,9155.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
17991,2016.0,95965.0,audi,good,6 cylinders,gas,clean,automatic,4wd,sedan,black
34990,2018.0,26285.0,jeep,good,6 cylinders,gas,clean,other,4wd,other,unknown
16495,2012.0,182942.0,toyota,good,4 cylinders,gas,clean,automatic,4wd,wagon,unknown
5900,2016.0,48536.0,nissan,fair,4 cylinders,gas,rebuilt,automatic,fwd,sedan,grey
12995,2013.0,44790.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,sedan,white
20500,2015.0,38860.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
5995,2008.0,121074.0,subaru,excellent,4 cylinders,gas,clean,automatic,4wd,SUV,brown
5500,2008.0,204500.0,outro,good,4 cylinders,gas,clean,automatic,fwd,coupe,red
9988,2016.0,70000.0,kia,like new,4 cylinders,gas,clean,manual,fwd,sedan,unknown
19990,2018.0,25519.0,hyundai,good,4 cylinders,gas,clean,other,fwd,SUV,blue
28999,2013.0,150710.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,SUV,brown
13999,2008.0,139422.0,jeep,good,6 cylinders,gas,clean,manual,4wd,SUV,black
37590,2018.0,12608.0,audi,good,6 cylinders,gas,clean,other,4wd,sedan,yellow
4299,2007.0,12316.0,nissan,excellent,6 cylinders,gas,clean,automatic,4wd,van,grey
36995,2017.0,40118.0,ford,excellent,8 cylinders,gas,clean,automatic,rwd,truck,white
9995,2008.0,200712.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
35590,2020.0,18513.0,jeep,good,6 cylinders,other,clean,other,4wd,other,white
39000,1971.0,1800.0,toyota,excellent,4 cylinders,gas,clean,manual,fwd,sedan,unknown
2800,2003.0,225000.0,chrysler,good,4 cylinders,gas,clean,automatic,fwd,mini-van,grey
6488,2011.0,161914.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,custom
10700,2015.0,134599.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
15814,2011.0,121152.0,audi,good,6 cylinders,diesel,clean,other,4wd,SUV,grey
46998,2020.0,2200.0,ford,excellent,8 cylinders,gas,clean,automatic,rwd,coupe,unknown
13995,2013.0,152804.0,chevrolet,excellent,6 cylinders,gas,clean,automatic,rwd,pickup,unknown
4499,2009.0,139738.0,dodge,good,6 cylinders,gas,clean,automatic,fwd,sedan,blue
10499,2008.0,95859.0,ford,good,4 cylinders,gas,clean,automatic,rwd,pickup,grey
18000,2001.0,135000.0,chevrolet,excellent,8 cylinders,diesel,clean,automatic,4wd,pickup,unknown
32990,2017.0,10193.0,ram,good,6 cylinders,other,clean,other,4wd,pickup,unknown
6500,2006.0,133500.0,lincoln,excellent,8 cylinders,gas,clean,automatic,fwd,sedan,unknown
24990,2016.0,60525.0,toyota,good,4 cylinders,gas,clean,automatic,4wd,wagon,white
9500,2001.0,99000.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,silver
6995,2010.0,111756.0,volkswagen,excellent,4 cylinders,gas,clean,automatic,fwd,SUV,unknown
25000,1980.0,160000.0,outro,good,6 cylinders,gas,clean,manual,rwd,coupe,unknown
7000,2000.0,129833.0,mazda,good,4 cylinders,gas,clean,manual,fwd,sedan,unknown
20977,2019.0,32746.0,ford,excellent,8 cylinders,gas,clean,automatic,4wd,sedan,white
29590,2018.0,42224.0,acura,good,6 cylinders,other,clean,other,fwd,SUV,black
30495,2016.0,53961.0,mercedes-benz,good,6 cylinders,gas,clean,automatic,4wd,SUV,green
9500,2008.0,108000.0,mercedes-benz,excellent,8 cylinders,gas,salvage,automatic,rwd,sedan,unknown
21900,2017.0,40560.0,subaru,like new,4 cylinders,gas,clean,automatic,4wd,SUV,white
7990,2012.0,147471.0,chevrolet,excellent,6 cylinders,gas,clean,automatic,4wd,pickup,black
7488,2012.0,102002.0,kia,good,4 cylinders,gas,clean,automatic,fwd,wagon,black
28990,2019.0,22890.0,chevrolet,good,8 cylinders,other,clean,other,4wd,pickup,white
4000,1994.0,149500.0,outro,good,6 cylinders,gas,clean,manual,fwd,hatchback,custom
24990,2014.0,52396.0,acura,good,6 cylinders,gas,clean,automatic,fwd,SUV,silver
25990,2017.0,40831.0,subaru,like new,4 cylinders,gas,clean,manual,4wd,sedan,blue
6750,2013.0,159000.0,nissan,like new,4 cylinders,gas,clean,automatic,4wd,SUV,red
4900,2008.0,116000.0,mazda,good,4 cylinders,gas,clean,automatic,fwd,wagon,silver
7995,2012.0,78655.0,volkswagen,good,4 cylinders,gas,clean,manual,fwd,other,blue
17450,2014.0,146711.0,nissan,excellent,6 cylinders,gas,clean,automatic,fwd,coupe,black
10970,2012.0,136747.0,bmw,excellent,6 cylinders,gas,clean,automatic,rwd,sedan,unknown
10200,2015.0,37000.0,toyota,like new,4 cylinders,gas,rebuilt,automatic,fwd,sedan,unknown
26500,2006.0,83000.0,ford,excellent,8 cylinders,diesel,clean,automatic,4wd,pickup,white
16990,2018.0,22904.0,nissan,good,4 cylinders,gas,clean,other,fwd,hatchback,unknown
18499,2018.0,40451.0,dodge,good,4 cylinders,gas,clean,automatic,fwd,SUV,black
10997,2014.0,150916.0,honda,good,4 cylinders,gas,clean,automatic,fwd,SUV,unknown
14999,2017.0,61202.0,subaru,excellent,4 cylinders,gas,clean,automatic,4wd,sedan,blue
13995,2016.0,65065.0,ford,good,4 cylinders,gas,clean,automatic,4wd,SUV,silver
6450,2010.0,120521.0,subaru,excellent,4 cylinders,gas,clean,automatic,4wd,SUV,grey
34590,2018.0,20856.0,ford,good,6 cylinders,gas,clean,other,4wd,pickup,white
9395,2010.0,155953.0,outro,good,8 cylinders,gas,clean,automatic,rwd,SUV,silver
6900,1997.0,73000.0,ford,good,4 cylinders,gas,clean,automatic,rwd,pickup,green
6995,2002.0,153089.0,honda,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,white
3500,2004.0,152689.0,infiniti,excellent,6 cylinders,gas,clean,automatic,rwd,sedan,silver
25990,2019.0,12302.0,ram,good,8 cylinders,gas,clean,other,4wd,pickup,white
24990,2020.0,4414.0,buick,good,6 cylinders,gas,clean,other,fwd,SUV,white
17995,2018.0,22292.0,subaru,excellent,4 cylinders,gas,clean,automatic,4wd,sedan,silver
39311,2016.0,81129.0,toyota,like new,6 cylinders,gas,clean,automatic,4wd,SUV,grey
3995,2004.0,129582.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,sedan,silver
35000,1968.0,16455.0,ford,excellent,8 cylinders,gas,clean,automatic,4wd,pickup,blue
15900,2015.0,85000.0,chevrolet,good,4 cylinders,gas,clean,automatic,rwd,pickup,white
35655,2017.0,42314.0,toyota,good,6 cylinders,gas,clean,automatic,4wd,SUV,black
5999,2006.0,112459.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,hatchback,blue
35000,2011.0,38445.0,ford,excellent,8 cylinders,gas,clean,automatic,4wd,truck,blue
2299,2001.0,147682.0,volkswagen,like new,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
8000,2014.0,22800.0,ford,like new,4 cylinders,gas,rebuilt,automatic,fwd,hatchback,silver
34990,2020.0,12562.0,ford,good,6 cylinders,gas,clean,other,4wd,pickup,unknown
9995,2008.0,169501.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
3000,2005.0,145851.0,outro,good,6 cylinders,gas,clean,automatic,fwd,sedan,unknown
5800,2009.0,96000.0,honda,good,4 cylinders,gas,clean,manual,fwd,sedan,unknown
16500,1975.0,55000.0,volkswagen,like new,4 cylinders,gas,clean,manual,rwd,van,green
28988,2013.0,87934.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
129,2015.0,92837.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
38590,2017.0,26539.0,nissan,good,8 cylinders,gas,clean,other,fwd,pickup,black
25990,2011.0,105371.0,ford,good,8 cylinders,gas,clean,automatic,rwd,pickup,blue
9900,2016.0,92000.0,outro,good,4 cylinders,gas,clean,automatic,fwd,hatchback,unknown
10495,2016.0,89.0,chevrolet,like new,4 cylinders,gas,clean,automatic,fwd,sedan,silver
36900,2014.0,43702.0,toyota,good,6 cylinders,gas,clean,automatic,fwd,sedan,white
18000,2017.0,23638.0,honda,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
5000,2005.0,181000.0,honda,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,white
10000,1969.0,99999.0,outro,good,5 cylinders,gas,clean,manual,fwd,sedan,unknown
329,2017.0,53308.0,mercedes-benz,good,6 cylinders,gas,clean,automatic,rwd,sedan,black
8495,2008.0,150698.0,honda,excellent,4 cylinders,gas,clean,automatic,4wd,sedan,black
52990,2019.0,32119.0,ram,good,8 cylinders,diesel,clean,other,4wd,pickup,black
36990,2018.0,5933.0,jeep,good,6 cylinders,other,clean,other,4wd,other,unknown
44995,2019.0,21969.0,toyota,like new,6 cylinders,gas,clean,automatic,4wd,truck,grey
49995,2020.0,12978.0,toyota,like new,6 cylinders,gas,clean,automatic,4wd,truck,black
19117,2019.0,43466.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,black
31991,2015.0,41105.0,lexus,like new,6 cylinders,gas,clean,automatic,rwd,coupe,black
5495,2006.0,140327.0,chrysler,excellent,6 cylinders,gas,clean,automatic,4wd,wagon,unknown
35952,2019.0,10347.0,ram,good,8 cylinders,gas,clean,automatic,rwd,pickup,white
15991,2009.0,95272.0,jeep,good,6 cylinders,gas,clean,manual,4wd,SUV,silver
14500,2017.0,68000.0,volkswagen,excellent,4 cylinders,gas,rebuilt,automatic,4wd,hatchback,silver
23388,2013.0,136875.0,jeep,excellent,6 cylinders,gas,clean,automatic,4wd,offroad,black
3400,2008.0,147000.0,ford,good,4 cylinders,gas,clean,automatic,fwd,coupe,silver
52990,2020.0,79.0,outro,good,6 cylinders,gas,clean,other,rwd,other,white
20990,2015.0,51742.0,volkswagen,good,4 cylinders,diesel,clean,other,fwd,wagon,unknown
16388,2014.0,79854.0,acura,good,6 cylinders,gas,clean,automatic,fwd,SUV,white
